"CUSTOMER_SK","products_bought","uniq_products_bought","total_spending","visit_no","average_spending"
"55643273","81","51","274.66993","18","15.26"
"27903937","116","65","274.66000","15","18.31"
"37151487","91","66","274.64000","10","27.46"
"60669471","78","59","274.60998","5","54.92"
"60916595","76","54","274.59996","12","22.88"
"36788129","85","64","274.58999","21","13.08"
"62695120","94","68","274.58997","14","19.61"
"21162437","76","66","274.58996","7","39.23"
"38991673","70","43","274.53998","7","39.22"
"39717482","96","67","274.48998","9","30.50"
"22988247","95","68","274.48000","16","17.16"
"21003726","100","53","274.45998","6","45.74"
"30038417","82","64","274.32999","4","68.58"
"30194988","76","66","274.29998","3","91.43"
"27595252","79","56","274.27995","4","68.57"
"66064152","79","60","274.17999","3","91.39"
"22211088","84","55","274.15996","12","22.85"
"58257579","128","68","274.12998","12","22.84"
"59468221","71","58","274.12996","7","39.16"
"58642465","132","87","274.07001","5","54.81"
"64655031","72","67","274.03000","1","274.03"
"38885530","111","78","273.96000","6","45.66"
"21473188","78","55","273.95994","12","22.83"
"26240707","77","62","273.90996","2","136.95"
"64936708","111","81","273.85999","13","21.07"
"23600750","82","74","273.71997","8","34.21"
"62397628","86","81","273.63999","5","54.73"
"61483658","89","67","273.63998","6","45.61"
"39550420","97","71","273.60999","13","21.05"
"40166682","135","69","273.56995","13","21.04"
"61027688","71","50","273.50998","8","34.19"
"58264205","76","59","273.48995","21","13.02"
"59544440","58","33","273.43996","15","18.23"
"22378923","84","60","273.42998","2","136.71"
"23731854","92","73","273.42997","20","13.67"
"22847019","87","21","273.41000","16","17.09"
"60965355","113","73","273.36000","10","27.34"
"51641795","117","43","273.30000","46","5.94"
"64921164","69","59","273.28996","7","39.04"
"21124678","82","47","273.27994","12","22.77"
"61338071","112","52","273.26000","10","27.33"
"61849539","75","58","273.19997","5","54.64"
"58992862","72","53","273.12994","6","45.52"
"66885899","79","50","273.00995","8","34.13"
"64240494","86","62","272.96998","14","19.50"
"58758582","84","67","272.96998","6","45.49"
"61766558","75","61","272.94995","13","21.00"
"41703022","50","26","272.93995","12","22.74"
"52054222","92","71","272.85998","9","30.32"
"64724614","69","53","272.80996","3","90.94"
"36334201","78","51","272.72991","7","38.96"
"36524233","104","73","272.54000","7","38.93"
"64936197","110","93","272.48998","7","38.93"
"58501301","63","56","272.48995","1","272.49"
"61363377","81","52","272.33998","12","22.69"
"59029952","95","37","272.33995","20","13.62"
"59031268","103","77","272.31997","4","68.08"
"29836407","83","56","272.27998","15","18.15"
"22237841","72","54","272.26998","4","68.07"
"39354160","99","60","272.26998","14","19.45"
"50060573","91","57","272.13992","17","16.01"
"62396739","85","71","272.05997","6","45.34"
"22840522","115","65","271.98997","11","24.73"
"52086466","86","56","271.87994","9","30.21"
"61141382","79","65","271.84997","4","67.96"
"61479393","80","60","271.82999","10","27.18"
"59679790","67","48","271.80997","3","90.60"
"40099828","63","49","271.80995","3","90.60"
"60640964","79","61","271.74999","1","271.75"
"36037228","108","84","271.72000","8","33.97"
"21475452","102","43","271.69992","11","24.70"
"61788286","75","59","271.65996","3","90.55"
"36839344","66","51","271.63996","5","54.33"
"62358809","60","38","271.59995","8","33.95"
"34484038","63","39","271.56000","16","16.97"
"64044987","65","53","271.54997","12","22.63"
"51911950","87","63","271.53996","8","33.94"
"59644157","92","62","271.53994","9","30.17"
"22570823","97","38","271.49995","20","13.57"
"61844829","81","63","271.44997","10","27.14"
"20681157","69","32","271.41996","13","20.88"
"39532173","76","66","271.39997","4","67.85"
"35085905","95","65","271.37998","20","13.57"
"61089750","98","73","271.35998","10","27.14"
"59425859","75","59","271.31994","5","54.26"
"39820969","94","64","271.29998","23","11.80"
"22399264","79","50","271.26995","11","24.66"
"39649210","77","58","271.19994","16","16.95"
"37053996","79","55","271.15997","10","27.12"
"21355741","77","59","271.10996","11","24.65"
"51660759","105","74","271.09000","12","22.59"
"59742969","107","68","271.04000","7","38.72"
"64140931","66","40","270.87998","15","18.06"
"51904533","91","56","270.71000","5","54.14"
"31808147","130","79","270.70997","7","38.67"
"39019931","94","66","270.67995","13","20.82"
"58723338","117","85","270.56999","11","24.60"
"23492018","69","43","270.53000","11","24.59"
"62341254","105","70","270.52999","13","20.81"
"36327730","88","60","270.52998","13","20.81"
"69717928","109","54","270.40000","6","45.07"
"66419989","95","64","270.39997","8","33.80"
"58870402","68","49","270.39994","4","67.60"
"58372919","100","75","270.35993","9","30.04"
"22902589","91","79","270.30997","7","38.62"
"46670807","102","69","270.29998","8","33.79"
"65996288","81","65","270.29997","8","33.79"
"52736701","89","78","270.29000","6","45.05"
"59467884","58","54","270.27997","2","135.14"
"59088833","86","28","270.26991","5","54.05"
"22342060","117","71","270.26000","10","27.03"
"64045029","82","55","270.25997","12","22.52"
"40173494","84","58","270.25996","10","27.03"
"61371258","70","62","270.25000","10","27.03"
"36843067","85","31","270.24000","20","13.51"
"51902162","70","60","270.23998","7","38.61"
"39745819","85","65","270.22995","13","20.79"
"62520111","90","69","270.19999","8","33.77"
"21336291","78","65","270.13997","3","90.05"
"60621410","83","62","270.11998","2","135.06"
"36375620","71","56","270.09996","14","19.29"
"37635303","83","68","270.06001","8","33.76"
"21571002","75","63","269.98992","4","67.50"
"51831873","64","54","269.92993","14","19.28"
"61049070","79","64","269.88000","4","67.47"
"40164759","84","59","269.81998","9","29.98"
"22220202","97","54","269.78992","13","20.75"
"64343356","94","58","269.78001","14","19.27"
"59504330","71","29","269.76998","18","14.99"
"21230551","83","40","269.76000","29","9.30"
"40031348","74","59","269.74999","2","134.87"
"60844278","111","63","269.69998","6","44.95"
"21444721","76","42","269.59994","6","44.93"
"58478941","70","32","269.44995","21","12.83"
"64648255","111","56","269.43999","8","33.68"
"61168293","76","69","269.41996","8","33.68"
"61476062","58","47","269.36994","4","67.34"
"39357620","97","76","269.34999","10","26.93"
"37158431","66","51","269.25995","5","53.85"
"64808078","89","61","269.21993","6","44.87"
"40165194","88","65","269.00998","11","24.46"
"58535458","101","68","268.91996","22","12.22"
"36780576","105","84","268.84999","15","17.92"
"51836991","86","71","268.84998","9","29.87"
"62374967","97","67","268.82998","15","17.92"
"36790030","95","72","268.81997","4","67.20"
"61528730","96","72","268.76999","14","19.20"
"39630309","63","45","268.71997","7","38.39"
"34468627","100","75","268.70999","31","8.67"
"59913679","76","70","268.67996","9","29.85"
"62456977","108","77","268.67001","14","19.19"
"58877879","59","51","268.63996","5","53.73"
"36041620","73","58","268.62998","4","67.16"
"64011144","102","82","268.55996","10","26.86"
"21590177","66","41","268.53994","10","26.85"
"46670529","85","39","268.48999","5","53.70"
"36182332","87","63","268.47998","18","14.92"
"59792660","78","45","268.43995","12","22.37"
"59427919","86","55","268.41992","9","29.82"
"21300172","97","67","268.29000","14","19.16"
"61461351","88","63","268.28996","19","14.12"
"62492217","98","73","268.25000","16","16.77"
"53484774","61","33","268.22986","11","24.38"
"61897430","73","60","268.21997","5","53.64"
"40124775","72","60","268.16000","5","53.63"
"59720427","67","34","268.12993","11","24.38"
"22302619","83","71","268.11998","23","11.66"
"62750226","89","68","268.11000","3","89.37"
"60028234","72","61","268.06996","9","29.79"
"62335006","108","68","267.96999","30","8.93"
"28854460","87","75","267.94999","10","26.79"
"64171793","82","60","267.94995","4","66.99"
"52535717","77","58","267.85998","2","133.93"
"60231335","88","51","267.83998","4","66.96"
"38873303","96","63","267.62997","24","11.15"
"62362397","83","62","267.59997","5","53.52"
"61757652","83","57","267.58999","13","20.58"
"40169598","74","52","267.46996","10","26.75"
"22352118","68","52","267.45999","5","53.49"
"49812039","100","65","267.41998","16","16.71"
"21601130","67","58","267.37993","7","38.20"
"58346699","98","49","267.24992","6","44.54"
"64907609","100","76","267.22999","13","20.56"
"51904628","95","76","267.14000","9","29.68"
"61061473","74","52","267.12997","6","44.52"
"34481940","69","59","267.10998","4","66.78"
"58261384","82","56","267.05995","10","26.71"
"61081684","70","60","267.04996","4","66.76"
"61882608","79","63","266.99995","5","53.40"
"40038268","86","63","266.93999","12","22.24"
"51911084","85","67","266.93999","7","38.13"
"62359269","75","43","266.89993","11","24.26"
"60415964","69","55","266.85995","8","33.36"
"34944277","71","63","266.65998","11","24.24"
"61326268","68","56","266.63000","20","13.33"
"59645152","74","59","266.56997","5","53.31"
"27974795","70","52","266.51995","13","20.50"
"34940184","80","67","266.39996","5","53.28"
"59017180","72","55","266.36996","11","24.22"
"59016221","92","60","266.31999","16","16.64"
"62569654","70","61","266.19995","7","38.03"
"21580367","79","56","266.11993","7","38.02"
"51288432","64","48","266.03998","7","38.01"
"61815336","94","71","266.00996","11","24.18"
"64016104","84","60","265.96995","5","53.19"
"36788228","94","77","265.92997","8","33.24"
"51686641","52","41","265.82991","7","37.98"
"58639452","79","53","265.76996","3","88.59"
"39359926","91","51","265.64993","2","132.82"
"64811814","107","55","265.62994","12","22.14"
"62382785","75","59","265.57996","4","66.39"
"51901653","77","60","265.45997","7","37.92"
"61371306","94","54","265.42994","13","20.42"
"20666228","80","64","265.40997","9","29.49"
"23634373","58","43","265.37995","9","29.49"
"60147554","92","63","265.29998","5","53.06"
"61748240","83","63","265.25000","10","26.53"
"60287329","86","60","265.22998","11","24.11"
"39548473","75","56","265.18999","12","22.10"
"54211252","62","47","265.02997","4","66.26"
"59972855","78","52","264.97999","9","29.44"
"20699740","91","65","264.94997","20","13.25"
"21151743","146","73","264.93999","10","26.49"
"23237963","71","56","264.89994","8","33.11"
"60941959","70","59","264.76998","9","29.42"
"61760372","80","62","264.66999","10","26.47"
"59431481","88","61","264.49998","8","33.06"
"58361976","64","49","264.48998","4","66.12"
"39463798","84","61","264.48997","3","88.16"
"28314169","102","82","264.47000","11","24.04"
"61140547","88","62","264.40998","7","37.77"
"23739832","75","61","264.39000","3","88.13"
"39555443","63","49","264.35997","4","66.09"
"39448479","82","51","264.28999","12","22.02"
"36878384","72","59","264.25996","3","88.09"
"62286002","71","47","264.22998","6","44.04"
"31749047","93","63","264.19998","8","33.02"
"60983789","76","58","264.15995","11","24.01"
"61703218","94","69","264.12997","8","33.02"
"59494918","127","91","264.11998","40","6.60"
"37154558","103","67","264.08999","17","15.53"
"61343633","76","65","263.98997","6","44.00"
"34466584","81","59","263.97998","5","52.80"
"62404283","73","55","263.96999","9","29.33"
"34443394","62","60","263.95998","1","263.96"
"64921953","82","74","263.83998","10","26.38"
"40119590","86","62","263.77994","11","23.98"
"53100608","99","38","263.71999","15","17.58"
"62417151","84","66","263.68000","4","65.92"
"50223722","61","47","263.66997","12","21.97"
"22963514","74","57","263.65994","6","43.94"
"20844891","66","52","263.64994","4","65.91"
"62615721","103","80","263.63999","6","43.94"
"62341439","99","80","263.51999","14","18.82"
"58743068","63","47","263.48996","3","87.83"
"41540010","80","66","263.38999","2","131.69"
"36527467","73","48","263.33996","2","131.67"
"59036157","67","40","263.33995","4","65.83"
"61773128","79","51","263.32998","11","23.94"
"61758222","84","70","263.30000","12","21.94"
"58389416","77","60","263.24998","3","87.75"
"59487330","87","40","263.13998","24","10.96"
"39348911","90","59","263.04998","13","20.23"
"40175625","81","57","262.97999","9","29.22"
"22832251","93","49","262.95000","18","14.61"
"61131527","76","62","262.93998","4","65.73"
"61831544","77","55","262.93000","14","18.78"
"62312872","61","54","262.91996","1","262.92"
"22002899","76","59","262.82996","7","37.55"
"69287419","78","65","262.80000","13","20.22"
"26031663","69","56","262.79996","2","131.40"
"20850914","78","59","262.77996","2","131.39"
"60560351","82","60","262.72996","10","26.27"
"53743427","72","48","262.53999","17","15.44"
"58619013","89","68","262.51998","7","37.50"
"58883819","81","44","262.31992","27","9.72"
"29339620","77","59","262.27997","5","52.46"
"39356910","74","62","262.20999","6","43.70"
"34441284","65","56","262.12994","3","87.38"
"25764333","66","54","262.10997","4","65.53"
"58504801","66","36","262.08994","14","18.72"
"66326668","95","67","262.04999","4","65.51"
"21621604","67","60","262.03998","5","52.41"
"65007482","79","53","262.03997","3","87.35"
"58665014","79","46","261.95995","8","32.74"
"53599405","92","58","261.91995","2","130.96"
"36333168","79","67","261.90997","9","29.10"
"28662994","65","54","261.88994","5","52.38"
"24400134","95","61","261.81000","5","52.36"
"21201375","75","49","261.78999","12","21.82"
"40170667","85","64","261.75998","10","26.18"
"64541889","85","67","261.75998","14","18.70"
"59983660","64","16","261.74000","24","10.91"
"59740127","89","77","261.69999","25","10.47"
"28752184","88","67","261.69998","10","26.17"
"59520264","113","35","261.61989","11","23.78"
"54113516","81","58","261.58998","5","52.32"
"21046263","90","56","261.51997","6","43.59"
"62471956","60","55","261.49996","14","18.68"
"23710438","76","69","261.46997","11","23.77"
"60511628","85","55","261.41995","8","32.68"
"21616861","77","54","261.37998","7","37.34"
"37362082","63","50","261.36997","9","29.04"
"63397201","75","43","261.33997","28","9.33"
"36795956","63","53","261.23996","4","65.31"
"52777073","87","51","261.19997","13","20.09"
"61151297","62","49","261.18991","4","65.30"
"61331583","92","61","261.17999","8","32.65"
"36379855","82","71","261.11998","7","37.30"
"39745510","88","72","261.08999","8","32.64"
"60142932","118","71","261.05998","13","20.08"
"58263295","82","43","260.95995","17","15.35"
"62323733","84","62","260.89999","16","16.31"
"53648947","59","49","260.88995","13","20.07"
"21110352","63","48","260.85997","3","86.95"
"61549703","97","56","260.82997","22","11.86"
"58295294","69","49","260.82996","7","37.26"
"21429321","71","52","260.77997","7","37.25"
"68551387","92","67","260.66998","10","26.07"
"65750730","60","52","260.61997","5","52.12"
